,GSM4715941,GSM4715945,GSM4715946,GSM4715949,GSM4715974,GSM4715979,GSM4715982,GSM4715984,GSM4715991,GSM4715992
ECM1,-23.0847877928141,-19.37135622235462,-21.66910261759947,-22.6045923641559,-20.37843057452043,-20.504240263012004,-22.67889172840783,-20.63355883200579,-22.803238472989488,-20.377002361018352
ZNF687,-15.208270846249103,-14.217550886275585,-14.397639589695093,-15.960736174381173,-15.847915857821652,-15.919277762290848,-15.910707403630902,-16.323703569419,-15.663687120590694,-16.207077359576036
TARS2,-15.836860279370518,-15.746865357446827,-15.836212603434726,-16.434667362713586,-15.800162726373284,-15.93576588507942,-15.983083458998381,-15.830504047381808,-14.95461553256015,-15.154609939681901
CGN,0.0,-20.95631872307578,-20.66910261759947,0.0,-21.226427481075383,-20.9636718816493,-21.093929227686672,-21.63355883200579,-22.21827597226833,-18.207077359576036
SNX27,-13.937582867871875,-12.407111633720094,-13.571070534638942,-13.280411817537159,-12.947513461575442,-13.181492687818094,-13.34499099185439,-13.704793736774509,-14.47232159487487,-14.490289647347462
SETDB1,-14.997324951563765,-14.068793452334189,-14.550161544875962,-14.67977986055012,-14.40880422356395,-14.489966132029888,-14.39348950954558,-14.69495937666993,-14.767064860436001,-15.174062302348073
ADAMTSL4,-13.955504775869137,-12.051232624314006,-14.565814809187447,-14.225213997084637,-12.797648589737795,-12.153501943984644,-13.153370919312758,-15.051103186895206,-15.896347877380968,-15.174062302348073
MCL1,-8.444147435172018,-8.979468237007485,-9.030553573239137,-8.277601189255082,-8.537215695704758,-8.568941252217734,-8.744033720123292,-9.033026408516077,-8.792054904487394,-8.92253169541501
CTSK,-18.625356174176805,-18.233852698604686,-18.347174522712105,-19.43466736271359,-18.226427481075383,-17.813924762144623,-17.724695418020953,-17.633558832005786,-19.159382283214764,-19.37700236101835
RFX5,-13.17040266065866,-13.160603716574046,-13.563194109028311,-13.81342947560088,-13.45295855317019,-13.496066331566304,-13.662083440721274,-13.630743816398734,-12.844685757558475,-12.809680019432923
PI4KB,-14.026796070054926,-13.32987958637846,-13.66347806840559,-14.174139812490367,-14.173316144615818,-14.345286379390696,-14.144913156405478,-14.221341851789322,-14.172061417285509,-14.399722437518433
PIP5K1A,-14.079163243620226,-13.754684861906126,-14.080387982017204,-14.638808079493813,-13.909919661972271,-13.805062193434823,-13.852343241116913,-13.95995529883701,-13.783647744631606,-13.750076567193501
ANP32E,-13.843996460652148,-14.44852408287708,-14.09924700926852,-15.247040359537817,-13.86711716418494,-13.805062193434823,-13.846001714243085,-13.710726692528247,-13.522467702858885,-13.397815371753774
FAM63A,-14.01869860235633,-13.560570394896741,-13.697559063648695,-14.247040359537817,-13.993766724285107,-13.721688731954973,-13.928463874435062,-14.161883617613743,-14.99910745180617,-15.161064961819202
ANXA9,-17.470077948698894,-18.068793452334187,-17.861747695541865,-16.82323265063124,-17.30042806251916,-16.76399953681294,-16.556495097048103,-17.28778399516406,-18.075318018426287,-18.71403734829592
SELENBP1,-13.351772471128141,-13.605821475991643,-11.815793062195796,-12.634486473543717,-13.013080199341942,-14.590806821536715,-14.686425401093237,-12.171397420612918,-13.666247360909258,-14.742796341277343
CERS2,-13.146678466594864,-13.216200680242647,-13.32037446336839,-14.225213997084637,-13.224175029344003,-13.176585557097685,-13.313298332081473,-13.135042005395102,-13.219215532731946,-13.330787806035527
ENSA,-14.054120656567163,-13.835303322114411,-13.97213509136518,-13.452307521849319,-14.599988344378067,-14.619375973733485,-14.429383179144763,-14.572862900318233,-14.33359665574997,-14.586925430392581
SEMA6C,-20.76285969792674,-19.37135622235462,-19.347174522712105,-21.019629863434744,-20.226427481075383,-20.1563169595917,-19.508966726965518,-20.131058491476605,-21.21827597226833,-19.64003676685214
MRPL9,-15.470077948698895,-15.770452177764442,-15.347174522712105,-15.84970486199243,-16.471539978911913,-16.02703394264673,-16.247045941442433,-16.053614406051256,-14.831694919038714,-14.817306618907624
ARNT,-14.119003508152018,-13.66353697384793,-14.003766700414293,-15.065433553047868,-13.52598776293429,-13.742084760384499,-13.49732532053012,-13.400738210952412,-13.786430185302935,-14.085447915174505
POGZ,-14.584941905730899,-13.409424263188141,-14.185286840335213,-14.593365108732646,-13.677990856379338,-13.716931283156159,-13.578229389402631,-13.74887951548743,-14.426027942600934,-14.422806050631474
C1orf56,-16.37054227514798,-16.956318723075775,-15.968662899458378,-15.685729126881304,-16.61761823839986,-16.57135445887054,-16.46295432920868,-16.626064295458864,-17.37697371828739,-17.18060514821485
OAZ3,-20.084787792814105,-20.470891895905535,-19.66910261759947,-20.019629863434744,-21.226427481075383,-20.378709380928147,-20.356963633520465,-19.896593237839582,-20.803238472989488,-18.50253324310221
HORMAD1,-17.59293469648443,-17.068793452334187,-18.14554066154246,-17.650396053769025,-15.760453016571311,-16.393816273318357,-16.450073037911945,-16.87867132984232,-17.758844353631034,-17.28953951976801
GOLPH3L,-15.264608830398915,-15.377380009982392,-14.881200058208037,-15.49606790737773,-14.875930233991248,-15.205448666922578,-15.230431227591534,-15.187854196480004,-14.786430185302931,-14.671946014806887
GABPB2,-15.154050455251216,-14.398663568350356,-15.311550612981385,-14.960736174381173,-14.677990856379338,-14.278923261227677,-14.13585990815259,-14.316146218240918,-14.421695521804901,-14.482184597710406
SYT14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.803238472989488,-16.695178321044605
KCNH1,-21.499825292092947,-18.885929395184377,-21.084140116878313,-22.6045923641559,-20.226427481075383,-21.641743786761943,-20.67889172840783,-21.63355883200579,-21.481310378102123,-17.961964861739506
DTL,-18.2774328707565,-16.1907839767128,-16.177249521269797,-18.21227494137714,-16.904499386188018,-17.348962037534093,-18.649144385013777,-17.546095990755447,-17.36029497714076,-16.24771934407338
DYRK3,-18.226806797686532,-17.52335931579967,-17.968662899458376,-17.650396053769025,-17.009196764854714,-18.834388864704337,-19.0159267156854,-17.843481901380017,-18.5553109595459,-18.207077359576036
EIF2D,-14.180905947077923,-14.37738000998239,-14.185286840335213,-14.633048810205128,-14.796811516873646,-14.373084831734268,-14.165822146168459,-14.183722370149678,-14.208913869064638,-14.28248476223406
INTS7,-15.310000733212929,-14.873105354826794,-14.680417930827304,-14.610238927297042,-15.244574827785643,-15.146688258393922,-15.235948232559101,-15.120489249766418,-14.246732418317558,-14.247719344073381
VASH2,-18.226806797686532,-17.885929395184377,-17.347174522712105,-16.797237442098293,-17.933645731847534,-18.235751427086104,-17.61999803935426,-17.742787901760547,-17.945257477861915,-16.81221774223482
TAF1A,-16.762859697926743,-16.52335931579967,-17.811121622471898,-16.39513899852695,-16.388484239184354,-16.43229042113299,-16.224935239836682,-16.483811712501105,-16.041687240545006,-15.569647438960747
SMYD2,-14.822692947443924,-15.002122412688903,-15.209670998962173,-14.982540544699525,-15.024793619905731,-14.919277762290848,-14.489067169527813,-14.624196728802097,-14.935959733279825,-14.41507040185187
SUSD4,-18.692470370035345,-20.108321816520828,-17.968662899458376,-19.145160745518602,-19.156038153183985,-18.44010992559229,-17.756059588930288,-17.951734792032042,-19.159382283214764,-16.81221774223482
DUSP10,-16.59293469648443,-15.827035706130811,-16.5605781608213,-16.84970486199243,-16.471539978911913,-16.60611987703122,-17.12430287673019,-17.058649995948553,-16.653491353484803,-16.0916001421561
HHIPL2,0.0,-21.693284317241982,-22.66910261759947,0.0,-20.74100065390514,-21.378709380928147,-21.941926134241623,-22.63355883200579,-22.803238472989488,-18.961964861739506
TP53BP2,-14.722844019078861,-14.19609777660927,-14.302780403353653,-14.97523574407629,-13.647488767981995,-13.99212832769853,-13.956653419988177,-13.847833925919726,-13.989457281772449,-14.300186763967519
ATP8B2,-13.437329366359183,-12.626298207239694,-12.847328635628902,-13.587784076469346,-13.401150651020515,-12.882854354040976,-12.893711749633585,-12.921031831565964,-12.721755034895812,-12.228102142060962
FLG2,0.0,-21.27824681796314,0.0,0.0,-23.548355575962745,-22.378709380928147,0.0,-24.218521332726944,-22.803238472989488,-16.502533243102206
CRNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.803238472989488,-20.377002361018352
ADAM15,-14.890030938391856,-14.693284317241984,-14.133827240978665,-16.050003512478263,-15.52044957939286,-15.467816854762132,-15.756059588930288,-15.39197284543603,-15.109751515490162,-15.28248476223406
JTB,-12.652245892425844,-13.15154234511995,-12.797197379940283,-14.84304113171142,-13.36100350276225,-13.511430641218485,-13.615496647119318,-13.224875272710348,-13.048350970826018,-13.022385647424812
RAB13,-18.130591482427228,-16.73908800685511,-18.421175104155886,-18.145160745518602,-16.690374580835172,-17.393816273318357,-17.997067688434083,-17.099580260003435,-19.410921050210725,-17.961964861739506
S100A8,-10.332825379353249,-9.609915800236314,-9.971700610096761,-10.655860124336286,-8.53045975860651,-8.56199235566685,-8.519099212349042,-7.664562118838875,-12.273807918843337,-11.26412850377713
TPM3,-10.674866551564424,-11.024103971107392,-10.86416494554756,-11.629460907234561,-10.974471745306275,-11.10413709526665,-11.072795014597329,-10.841039644543986,-10.311009723737266,-10.71670928143295
NUP210L,-19.2774328707565,-19.693284317241982,-18.421175104155886,-18.21227494137714,-19.460892734712406,-18.57135445887054,-18.740292273071972,-19.57466514295222,-19.633313471547176,-18.055074266130987
SNAPIN,-14.709748361467177,-15.700817989927389,-15.365321869422365,-15.404920019319535,-15.786804343518266,-15.94686359396275,-15.812643117296656,-15.514617759282281,-14.61341391410947,-14.95073760631625
SLC27A3,-14.139343956436193,-13.784391368722318,-14.92090976801001,-15.697701768547383,-13.591253534400458,-15.208784379485833,-15.247045941442432,-15.440444203191586,-14.360294977140759,-14.644552247974636
S100A7,0.0,0.0,0.0,0.0,-23.548355575962745,-22.9636718816493,0.0,0.0,0.0,-21.961964861739506
UBAP2L,-15.290371926463996,-13.683922214038292,-14.084140116878313,-14.778043876864984,-13.942876057901076,-14.159540860465984,-13.971532596326947,-14.298168477311862,-15.410921050210728,-15.141785899324317
SLC39A1,-13.718465578568287,-14.225678767158984,-14.028857681377122,-13.794020729414752,-14.68726866996735,-14.586461351260752,-14.612802537950056,-14.826203909948184,-14.18485297073088,-14.578260569265455
HAX1,-13.641844296965376,-14.275431802356085,-13.907551385154989,-14.116752330332849,-14.460892734712406,-14.365619381487702,-14.621802536201008,-14.301149253250102,-13.454510318758409,-13.141785899324317
CREB3L4,-16.976263336035935,-17.1907839767128,-16.968662899458376,-17.356664850712313,-17.74100065390514,-17.093307162065898,-17.381211179767146,-17.099580260003435,-16.311385376659814,-16.37700236101835
EFNA3,0.0,0.0,-20.347174522712105,-22.6045923641559,-23.548355575962745,-21.9636718816493,-24.26385422912898,-21.218521332726944,0.0,0.0
AQP10,-18.130591482427228,-20.470891895905535,-19.861747695541865,-18.081030408098886,-18.190803571344663,-17.876209040398965,-20.356963633520465,-17.97059381928336,-20.633313471547176,-20.961964861739506
KCNN3,-21.084787792814105,-20.470891895905535,-17.811121622471898,-20.282664269268537,-18.74100065390514,-18.834388864704337,-20.176391387878645,-17.951734792032042,-19.89634787738097,-17.569647438960747
C1orf43,-13.18997002950616,-13.638001881740793,-13.635679616062019,-13.514479944491612,-14.162493175321284,-14.115048941219966,-14.337558234347874,-14.178231611701229,-13.92212451231439,-13.934058865169622
GATAD2B,-16.01869860235633,-13.46606951244869,-14.222019391389818,-14.778043876864984,-14.534335105647811,-14.826680769569073,-14.376633613660598,-14.79645656655413,-15.95774842204511,-15.535700107037409
ILF2,-13.030861911282999,-13.595252234281457,-13.007324519827481,-13.465041011757105,-13.74583921084152,-13.631635333287651,-13.647305385349995,-13.475369938614444,-12.52944287377522,-12.353710039761596
RIT1,-12.937582867871875,-13.658026992455651,-13.114513765921831,-12.47788789131271,-12.947513461575442,-12.916547969535277,-12.765503621199386,-12.83914296565568,-13.00882260663938,-12.970443015663811
INTS3,-14.174894709044061,-12.911924603717324,-13.655082147284533,-14.247040359537817,-13.785143209148345,-13.51969233904805,-13.568625937633236,-13.935432979702941,-14.718430085185126,-14.676562642877256
PKLR,0.0,0.0,-22.66910261759947,0.0,0.0,0.0,0.0,0.0,0.0,-21.377002361018352
HCN3,-23.0847877928141,-20.108321816520828,-21.084140116878313,-21.019629863434744,-21.96339307524159,-20.79374688020699,-20.263854229128984,-20.759089714089647,-21.481310378102123,-20.1546099396819
FLG,0.0,-22.27824681796314,0.0,0.0,0.0,-23.9636718816493,-23.263854229128984,-24.218521332726944,-23.803238472989488,-16.733146171243625
ACTA1,0.0,-23.27824681796314,0.0,0.0,0.0,0.0,-22.263854229128984,0.0,-22.21827597226833,0.0
C1orf131,-15.675396856676402,-15.983626069071512,-15.411714774906818,-15.98988252004069,-15.653537812654802,-15.6598911334722,-15.663941386941858,-15.5285233613075,-15.40663369180763,-14.978971287045196
GALNT2,-15.8180012521192,-14.37738000998239,-14.435482940839766,-14.946380881404105,-14.757192687407725,-14.653059099989775,-14.899719574120933,-14.07896998032815,-14.729097010236982,-15.110215820323448
TTC13,-14.692470370035343,-14.577807099822047,-14.201497067516472,-14.225213997084637,-14.124189287144644,-13.959451415331106,-13.678891728407828,-13.625130209935207,-14.0466821504654,-14.129074847574765
SCCPDH,-15.955504775869137,-16.020858975270485,-16.11451376592183,-16.178327609453802,-16.36844648594781,-16.409083029971665,-16.663941386941858,-15.698885079883732,-15.43255106618227,-15.519021365890778
LYST,-10.415681281477802,-10.428255374783824,-10.083670566006507,-9.796432591287525,-9.366116426155902,-9.353685201945648,-9.328412898197794,-9.653478772716477,-10.117613633263133,-10.54727962593229
RP5-862P8.2,-19.384348074673014,-19.577807099822046,-18.968662899458376,-19.145160745518602,-18.847915857821654,-18.9636718816493,-18.83758947442689,-18.896593237839582,-20.21827597226833,-17.640036766852145
CEP170,-13.575012788487166,-13.485456523662075,-13.242837862897371,-13.216575078810765,-12.547651306951497,-12.353108377724261,-12.415622528035167,-12.403538396300153,-12.863659258674794,-12.994738602903512
ACP1,-14.208270846249103,-14.627195126784212,-13.814234234339233,-13.863125377754754,-13.900897149507824,-14.170881587348239,-13.876913983804675,-13.506854359162597,-13.906906069079545,-13.669643228937465
SNAP47,-15.296885233422671,-15.389503569064882,-14.425928634126517,-15.02716353612015,-16.226427481075383,-15.930248880111852,-15.95097127384463,-15.951734792032042,-14.548209903170758,-14.752511496110557
SRP9,-13.145208578499409,-14.536779831561992,-13.680417930827304,-12.932167022184405,-13.417785013157319,-13.216318052171241,-13.08394513911405,-13.006024947532996,-13.260206652734247,-12.859989190790275
NVL,-15.412362450842608,-15.577807099822046,-15.603013427141697,-15.203712927873715,-15.05650247963307,-14.935765885079418,-14.812643117296656,-14.798561154879055,-14.692102802754778,-14.64908190645515
SDE2,-13.94012954998222,-13.965363862678785,-14.45964925197052,-13.560198244797446,-14.267584805832144,-14.183952526505898,-14.343501373713904,-14.499132511784863,-13.630810964344004,-13.759841037909045
DEGS1,-13.011985258269895,-13.625401844961159,-14.201497067516472,-13.749723980895663,-13.991849521290815,-14.321620188721326,-14.235948232559101,-14.278942118412251,-13.423860105918225,-13.452189857412568
FBXO28,-13.605007528785002,-14.076122994132678,-13.874686751249362,-14.145160745518604,-14.095084941952122,-14.032934544086416,-13.77802492042708,-13.941233932596589,-13.183018647482001,-13.212095434342661
ARF1,-12.350078172588264,-11.999797359742658,-11.795658505084091,-11.810176497805793,-12.573224119041404,-12.671925600815364,-12.838638325829601,-12.571512694285298,-12.564236715223903,-13.080850901064407
LEFTY2,-21.499825292092947,0.0,-22.66910261759947,0.0,0.0,-22.378709380928147,-23.263854229128984,-23.218521332726947,-23.803238472989488,-21.377002361018352
CNIH4,-13.55340633229779,-13.464465626746103,-14.103048579428377,-13.434667362713588,-13.592705668434371,-13.787498732541813,-14.074029670248967,-13.927350633405084,-14.419534180515434,-14.034186899657163
ITPKB,-13.435531615296789,-12.432756767018763,-12.652294329912916,-12.470166043934974,-13.713884525978521,-13.458852894016461,-12.926232327136479,-13.437161619202284,-13.099334899544823,-13.38264892415949
GUK1,-11.387385785311395,-11.17758447895794,-10.247300757129596,-10.608118875422672,-11.26324238746125,-12.69512988134918,-12.236985023865591,-11.405140945802216,-11.512931576731585,-11.526294600802954
CDC42BPA,-17.130591482427228,-16.99284459910089,-16.738365280036582,-16.82323265063124,-14.156038153183983,-15.330676684506344,-15.315486997544308,-14.490600878163745,-16.52711406771525,-15.863932778778977
CNIH3,-18.762859697926743,-18.885929395184377,-18.025246427824744,-19.797237442098293,-19.30042806251916,-20.056781286040785,-18.978452010266736,-19.089238315781976,-18.945257477861915,-17.640036766852145
C1orf35,-16.576993152615408,-16.324050507576263,-16.811121622471898,-17.650396053769025,-17.088923957325445,-16.17576932225787,-16.31548699754431,-16.19615351969849,-16.311385376659814,-16.36205201955238
MBOAT2,-12.394789821394658,-12.889153296058664,-11.834631567615247,-12.593365108732646,-12.391640431738043,-12.61328513933646,-12.367900336316817,-12.045156501877907,-14.783647744631606,-13.959149846132451
