,Gene,Mean Diff,Initial p-val,Adjusted p-values,Reject?
LAPTM5,LAPTM5,-0.14151576164679724,0.438348444860139,0.7040880452786563,False
UBR2,UBR2,-0.2338873756285409,0.06196012188178793,0.3099963962751008,False
TRIM25,TRIM25,-0.4276969942631226,0.01824326244324557,0.18818912682455383,False
SP3,SP3,-0.07323207113160457,0.5476096098224872,0.775216084503737,False
ZCCHC6,ZCCHC6,-0.20714946753688146,0.09010234950394837,0.3595454948619398,False
DPYD,DPYD,-0.01095417173924318,0.9353978929754965,0.9778146201575049,False
SPG11,SPG11,0.09971795647898496,0.4625682708714972,0.7203072668829746,False
MAP3K2,MAP3K2,-0.13052502474155148,0.44951751050946254,0.7122810554113785,False
GCA,GCA,-0.5292805411283332,0.05153299695592112,0.2885462844495626,False
RANBP2,RANBP2,0.41028092804829974,0.03683346299803018,0.2542720573936386,False
PLEC,PLEC,0.0739322823346047,0.7982252666742808,0.9155856715362077,False
MED13,MED13,0.14064170352249583,0.20126375301271415,0.5025846169353664,False
N4BP2L2,N4BP2L2,0.032622476391502175,0.8550455247521601,0.9410078800741005,False
CYTIP,CYTIP,0.012042808716696385,0.9174599090360689,0.9703564988928002,False
C6orf62,C6orf62,0.1000770365833148,0.25208327154092736,0.5556953294703678,False
CD44,CD44,0.11473227316519008,0.6632963478791982,0.8436325549450214,False
DICER1,DICER1,0.1248000897135153,0.5225645431951841,0.759981947574091,False
RPS27A,RPS27A,-0.28776503858164837,0.10606662344183043,0.3852087011634495,False
OAS1,OAS1,0.4590973390084496,0.4831603738246413,0.7323502093271951,False
MPEG1,MPEG1,-0.10959358587034096,0.6024572606425024,0.810459487944719,False
RPL18,RPL18,-0.16316074582721107,0.47687959235168376,0.7283830552674464,False
PHF3,PHF3,0.17616314412941314,0.18911730546846495,0.4890113076098085,False
BCLAF1,BCLAF1,0.1288857685836522,0.4204673321194047,0.6904743068634553,False
PJA2,PJA2,-0.035250453486114,0.6721259111076014,0.8493036109407589,False
PPP1CB,PPP1CB,0.0015333440665976639,0.9929679893931913,0.9975122844399086,False
ATP5B,ATP5B,0.18245175810099923,0.29792745705154766,0.595798133570019,False
EIF2AK2,EIF2AK2,0.3854908039496383,0.3113221339530663,0.6070791774267361,False
CYTH1,CYTH1,0.027203503090607484,0.734050351826389,0.8818857730380467,False
UHMK1,UHMK1,0.29619265240252446,0.008578944310331748,0.1363922161338046,False
RPL27A,RPL27A,-0.3355675993894778,0.0416346980629913,0.2673320935801375,False
DBNL,DBNL,-0.19588526564063002,0.013808985473332723,0.16595182556503796,False
MED13L,MED13L,-0.0051625811366822205,0.9686476817314702,0.9884294587579808,False
ASAH1,ASAH1,-0.32814744740278456,0.008763668609327552,0.13700816934947124,False
RBM5,RBM5,0.003360435415125096,0.9623456956412013,0.986796969057278,False
TLR1,TLR1,-0.510405756570453,0.0040494073544663604,0.09813032649056702,False
C10orf54,C10orf54,-0.4928483061178799,0.005565425230880109,0.10980199810866637,False
NIPBL,NIPBL,0.0917788630605525,0.6307791993614956,0.8282775796396162,False
TUBA1B,TUBA1B,0.43209726678521854,0.06782554662482075,0.3213063028145572,False
PHC3,PHC3,0.18241164318971137,0.10772804420242564,0.38722980340476065,False
HIST1H2AC,HIST1H2AC,-0.3260828574729846,0.05805580152603368,0.30094451406446604,False
ARRDC3,ARRDC3,-0.3427029285252914,0.22942476092913788,0.5337813783657304,False
OAS3,OAS3,0.4684430685815162,0.5614599443400752,0.7838075186178909,False
TAGLN2,TAGLN2,-0.3927422280614774,0.019542616074252603,0.19529587663536435,False
CLTC,CLTC,0.21286067540932763,0.25931837566015425,0.5628325987414801,False
WNK1,WNK1,0.09382246722371157,0.8083826559045295,0.9206627860598579,False
PHIP,PHIP,0.17283196539213108,0.2657600666930846,0.5684101874868603,False
WDFY3,WDFY3,-0.4648453514518085,0.12579270863605538,0.41520694926647655,False
HIST2H2AA3,HIST2H2AA3,-0.04436136204677332,0.9089441078327668,0.9668069461215633,False
WSB1,WSB1,0.1171493419137537,0.48863031204365337,0.7377263114063388,False
DAZAP2,DAZAP2,-0.04615372460061806,0.8152588744731893,0.9222198544466554,False
PTBP3,PTBP3,0.03141148739650035,0.8048852346792524,0.9187056203077772,False
RPL11,RPL11,-0.001117854589464784,0.9971008476474177,0.9995697773147492,False
CDC42SE2,CDC42SE2,-0.011471326440268825,0.9318286895114618,0.9765959287898291,False
DYNC1H1,DYNC1H1,0.27589238988779385,0.213476382470289,0.5156650904448564,False
CCNL1,CCNL1,-0.04326412107727684,0.77521610497938,0.9046199499053196,False
SERBP1,SERBP1,0.3635421817414919,0.007867270784749261,0.13041275251875828,False
DOCK10,DOCK10,0.40228225231225423,0.02407975382544818,0.20934363858483243,False
ZNF638,ZNF638,0.17019773412609496,0.3569948952579848,0.6432129669497223,False
PUM2,PUM2,0.2725420633681246,0.0018066259840275965,0.06813704288331866,False
RPL10A,RPL10A,0.05160527418886929,0.8078292311615839,0.9205638708273783,False
SERINC1,SERINC1,-0.0955714882876908,0.3854468807498961,0.663031822903059,False
NKTR,NKTR,0.23719402206519824,0.3541395333739151,0.6403560440621217,False
PTP4A2,PTP4A2,0.08607423476342113,0.2966619262407354,0.5949368180959431,False
THEMIS2,THEMIS2,-0.3406573963648807,0.047647066051111964,0.28191323685568703,False
KCNJ15,KCNJ15,-0.6177275223778835,0.023061366110532867,0.20741038227039096,False
LBR,LBR,0.06805629341717001,0.5383796199644139,0.7696198934384896,False
TAOK1,TAOK1,0.22173596217365876,0.1377401856310268,0.4279941268970912,False
GIMAP6,GIMAP6,0.21365202493862157,0.4056221956361964,0.6797978201102601,False
CELF2,CELF2,0.08402268034030413,0.3544109097288215,0.6407363328367547,False
NCOA3,NCOA3,0.25431593697135035,0.15872362732189627,0.45403796916374073,False
CEP350,CEP350,0.23012816222566457,0.18576925818316115,0.48501955794197543,False
STAT2,STAT2,0.1275350722536448,0.7587468287217837,0.8959633663940666,False
SERF2,SERF2,-0.1446538758832645,0.3233864440718841,0.6160664411122513,False
IL16,IL16,-0.07270234267418729,0.5925283706076341,0.8052584111884347,False
CXCR4,CXCR4,-0.1520884591811047,0.45444592517164817,0.714849153783118,False
ATP5A1,ATP5A1,0.22017296762524907,0.28372421848996865,0.5851242837797304,False
DTX3L,DTX3L,0.16528768306401176,0.582620516691963,0.7989332307434355,False
KDM7A,KDM7A,0.17798279236418857,0.3180950614116549,0.6122868270813674,False
PNISR,PNISR,0.19518179745518438,0.4844591547970024,0.7335396697380875,False
KAT6A,KAT6A,0.021499579296827775,0.9009238587455339,0.9621775114317442,False
SFPQ,SFPQ,0.22102774633459887,0.054576770119686195,0.29501595942547476,False
RPL8,RPL8,-0.17326432616239806,0.37115575208365137,0.6525838624720078,False
SLC38A2,SLC38A2,0.20695883929826486,0.052638038538465215,0.29117507393096503,False
WDR1,WDR1,-0.08006158306406874,0.374719656959164,0.6547765795957547,False
PLSCR1,PLSCR1,0.007292546021734125,0.9849806352940521,0.994266648017363,False
RPL29,RPL29,-0.08224032833150652,0.6514480300713872,0.8374720337821061,False
GNA13,GNA13,0.027073591080570836,0.6364061045231298,0.8312618570153825,False
FAM126B,FAM126B,-0.3346753529805273,0.17805784952072157,0.47735335079737645,False
ANXA2,ANXA2,0.2338549118273452,0.256573290840839,0.5601796797321938,False
USP9X,USP9X,0.18808185087384643,0.31557359306211263,0.6103804077420734,False
RPS9,RPS9,-0.10189308828697285,0.519314413538688,0.7581816300192926,False
LRBA,LRBA,0.24104964356519787,0.2340883198096908,0.538000244733716,False
ROCK1,ROCK1,0.12165822175953345,0.4553082530473671,0.7154162173144689,False
OGFRL1,OGFRL1,-0.45273846773633686,0.03617470370221845,0.2534037535291804,False
SNRK,SNRK,0.009094294503046996,0.9139234614320481,0.9685687183927361,False
FRYL,FRYL,0.3207095996804892,0.03454823601089843,0.25082959484830947,False
JCHAIN,JCHAIN,-0.373371361588795,0.41358391851208287,0.6855823154735049,False
IL6R,IL6R,-0.36850149820221745,0.014639645084678453,0.17011494559637985,False
XPO1,XPO1,0.34347805947786725,0.03976302788224806,0.26256335384339347,False
ITSN2,ITSN2,0.08193120342458471,0.5167143098723186,0.7559792601073954,False
ANXA1,ANXA1,0.27489370166412996,0.03402130833417735,0.2496402715737923,False
BTN3A1,BTN3A1,-0.04586050629230165,0.8156711171514688,0.9224695512029489,False
WIPF1,WIPF1,-0.03834165694043534,0.8267565389316839,0.9279234530976745,False
RAB8B,RAB8B,-0.032325283806024174,0.8149298080552764,0.922196954475847,False
RPL7,RPL7,-0.03452867301687057,0.9122932721283077,0.9677643051887787,False
HSP90AB1,HSP90AB1,0.35222806618600977,0.10147943775060257,0.3782019119078523,False
ADCY7,ADCY7,0.007592605028369448,0.9575914460163422,0.9850987297107331,False
PCM1,PCM1,0.35433403783302886,0.14032951590330556,0.4315585024540988,False
NSD1,NSD1,0.20966951722627059,0.13338387043272334,0.42236597845534174,False
CD47,CD47,0.1736297384847898,0.02914336769182312,0.2318835788402381,False
CDV3,CDV3,0.15365024626265011,0.11744063973869678,0.4021881960764182,False
STX7,STX7,-0.07813091254185167,0.6926160882184657,0.8606305877294627,False
GLS,GLS,0.13799553306958678,0.33711000366258415,0.6277458487343911,False
MCTP2,MCTP2,-0.21569290937590324,0.40077299810327194,0.6765043592843872,False
GNAI3,GNAI3,-0.14228611460972296,0.1680203706367186,0.4661654545455019,False
RNF10,RNF10,0.08340298123339451,0.7871759508363836,0.9097739015449028,False
CNBP,CNBP,-0.1362696775101213,0.1053341993244689,0.38397266104136685,False
EMB,EMB,0.13843505061707084,0.3684825315609892,0.6518550211654363,False
CTSB,CTSB,-0.13805267539394883,0.3537437929975079,0.6401018476059407,False
ADGRE5,ADGRE5,-0.3442602726095796,0.19856462481673776,0.49972987031089305,False
CASP1,CASP1,-0.2025135088028538,0.3310035799773159,0.6213673532127111,False
SRSF5,SRSF5,0.19145950497247455,0.4033666767259685,0.6788334464932778,False
YBX3,YBX3,-0.38813096566698135,0.22278262408501437,0.52435932583632,False
CTNNB1,CTNNB1,0.08846216007656693,0.42002344215349696,0.6904743068634553,False
MGAM,MGAM,-0.45506249734986426,0.31348091476095663,0.608667788186271,False
ZNF292,ZNF292,-0.0049657375661507075,0.9705113021648667,0.9892433932439502,False
SPATA13,SPATA13,0.14834201645998135,0.16334235839645095,0.4601211722560966,False
EWSR1,EWSR1,0.23770375249435283,0.07963860708614261,0.3414989391724129,False
TNRC6B,TNRC6B,0.1010194696718898,0.6471680848928274,0.8359949938871987,False
NPM1,NPM1,0.3466483008243504,0.05659779858343265,0.2996454616918246,False
SLC12A6,SLC12A6,-0.20444516427782666,0.20748051519009525,0.5090233916038507,False
JAK2,JAK2,-0.047643897671360236,0.7296492650251653,0.8794719725481283,False
STEAP4,STEAP4,-0.806724277386218,0.003158209082262756,0.0878429274375518,False
TNPO1,TNPO1,0.17854310801387463,0.2158976290406136,0.5184807499808448,False
BIN2,BIN2,-0.08365591923687887,0.5340050958929179,0.7666322987008329,False
STRADB,STRADB,-0.10279306637164076,0.7433283878825742,0.8874550836065753,False
MARCH8,MARCH8,0.12085676824602665,0.6537091389102658,0.8390666660043327,False
ATRX,ATRX,0.30920967421112344,0.18013722503963658,0.4797410919646971,False
WAC,WAC,-0.008238819136243691,0.9375830850545107,0.9783488469742001,False
HSPA1A,HSPA1A,-0.23438538265455122,0.31010218222557473,0.6061665793764821,False
PPP1R12A,PPP1R12A,0.057482136949492,0.7255026435010969,0.8783485480321752,False
VCPIP1,VCPIP1,-0.08838188786323542,0.48184046472516584,0.7310514743148012,False
GRB2,GRB2,-0.07462986074773603,0.6240125009592441,0.8234843083746513,False
PRKDC,PRKDC,0.4790519081932594,0.023281308484766877,0.20824947610120648,False
SET,SET,0.20361042892741388,0.09017537041953931,0.3595454948619398,False
ICAM3,ICAM3,-0.606820834672062,0.016062097262154195,0.17780707716497549,False
QKI,QKI,-0.1606004647075352,0.09942850321523206,0.374884399654125,False
BIRC3,BIRC3,0.3597055607320421,0.1275658998722022,0.4158822888362268,False
ARHGAP25,ARHGAP25,-0.23935566428695942,0.002665228659399687,0.08373127042838599,False
SUN2,SUN2,-0.12284371279782036,0.3747060316568531,0.6547765795957547,False
CYBA,CYBA,-0.3954071010565947,0.04557312520915515,0.2758869968239233,False
RPL5,RPL5,-0.14597018818641594,0.45591861831355285,0.7156251401591788,False
WARS,WARS,0.2327119745199493,0.5606758706794794,0.7832741194301395,False
UBR4,UBR4,0.2613595998807696,0.3041074495934615,0.601509924302513,False
SEPT7,SEPT7,0.07010648762318539,0.6432070579063736,0.8340420673365224,False
HIPK1,HIPK1,0.18055905973952058,0.3495253791536018,0.6367670735607187,False
EPSTI1,EPSTI1,0.34832050393535496,0.4642213048438414,0.7212132294531282,False
RPL14,RPL14,-0.1264536282410873,0.42898660945839817,0.6979607250863914,False
USP24,USP24,0.38295704032804423,0.04788228540405666,0.28197312060497826,False
HECA,HECA,-0.03263673729648531,0.72800465640943,0.8791243119854792,False
DHX9,DHX9,0.27997267468548515,0.048708565376445384,0.283025194634055,False
PYGL,PYGL,-0.46478325864119086,0.1738824615099266,0.47146097700361933,False
TMPO,TMPO,0.389611514306468,0.035831267236060046,0.25242876672537956,False
KPNB1,KPNB1,-0.09418134412798551,0.5005548283155776,0.7454834839528166,False
SRSF1,SRSF1,0.28384665858720304,0.04982023189567762,0.28504018172374335,False
PCF11,PCF11,0.0549490867735134,0.5927066756683104,0.8053964190349108,False
TRIM38,TRIM38,0.025637595411060587,0.8951886305541925,0.9606478114548109,False
DIP2B,DIP2B,-0.05026250166085333,0.639232540352719,0.8328350168167238,False
NCOR1,NCOR1,0.28436358916387583,0.1850848693752628,0.484506854479248,False
NCOA2,NCOA2,-0.07773889705529946,0.4622127831723346,0.7203072556004521,False
ANKRD13A,ANKRD13A,-0.15401972761167393,0.07558453405783543,0.3369195054668085,False
STK38,STK38,0.24491195814603905,0.020743697388744445,0.2003297788614793,False
CD55,CD55,0.07827228709310319,0.6481349780414061,0.8362423012692327,False
NCL,NCL,0.5000627926292509,0.03857120822083317,0.25849165592198375,False
CSF2RB,CSF2RB,-0.8079280894282448,0.0024607547343242324,0.08119716801026469,False
BRWD1,BRWD1,0.24349131963616522,0.18498815409094593,0.484506854479248,False
UBR5,UBR5,0.1938929573288828,0.23617503365525538,0.5397919033205391,False
HIST1H1C,HIST1H1C,0.26865963025637285,0.5210355496798131,0.759336947609761,False
STAT3,STAT3,-0.11274707813178608,0.47108398218958814,0.7242789112608823,False
HLA-F,HLA-F,-0.4023538581746866,0.017554933983619233,0.18420392229011662,False
RSRP1,RSRP1,-0.2549408417383763,0.040281322395326495,0.2633469880960504,False
MARCH7,MARCH7,-0.15175664189449733,0.3950289403406907,0.6718052951369315,False
PECAM1,PECAM1,-0.3428834399704055,0.10939160364185228,0.3898438607941736,False
ARPC3,ARPC3,-0.15019983559660943,0.1335039012924679,0.4224151634512301,False
BNIP2,BNIP2,-0.0003557434220660127,0.997752304027865,0.9996276025258787,False
RPS20,RPS20,-0.22278443670186476,0.18631768494098755,0.48532906231526574,False
FOXO3,FOXO3,-0.046383961371935456,0.8882439099623549,0.9577991313570025,False
SP1,SP1,-0.030158489362591467,0.7970611785165452,0.9151507764716171,False
SYK,SYK,-0.10676563697224495,0.2799457910390529,0.5810343640603447,False
KLF13,KLF13,0.2029302687408432,0.2167576050433998,0.5193851827809619,False
FAM49B,FAM49B,-0.09704485052938594,0.2960409351351315,0.594518188013959,False
EIF3A,EIF3A,0.31227220475243733,0.04959392214091437,0.28491059069553026,False
GPCPD1,GPCPD1,0.06925441508436592,0.7317949788106445,0.8807897123950553,False
ALOX5,ALOX5,-0.3105869192542343,0.10954259806656914,0.3898438607941736,False
CHD1,CHD1,0.2352887003004298,0.17461387960555308,0.47217848607264523,False
DYRK1A,DYRK1A,-0.06863953401813916,0.44617916440358474,0.7108051863443275,False
CAB39,CAB39,-0.004197007233788241,0.9755782521782204,0.9910662983693312,False
TAGAP,TAGAP,-0.13003499811782682,0.49305892988373823,0.7406825127086707,False
RPS14,RPS14,-0.3308157322608274,0.07927008952103844,0.34099072405380426,False
GSPT1,GSPT1,0.07264501002396351,0.7890948104132945,0.9107605704057029,False
MDM4,MDM4,0.1464762978885492,0.23223226941205954,0.5362705112105504,False
PPP2R5C,PPP2R5C,0.08309664152870866,0.2724699305196907,0.5755998105664121,False
NR3C1,NR3C1,-0.02633428172944008,0.7895342282391687,0.9107605704057029,False
MORC3,MORC3,-0.07889101744917149,0.6856978893147212,0.8579809149271845,False
PHF20L1,PHF20L1,0.011170949540307618,0.9541822344153043,0.9841366146842974,False
HSP90B1,HSP90B1,0.17001038723553563,0.4638784655349082,0.721099268448954,False
HLA-DPA1,HLA-DPA1,-0.024418141937212923,0.9438655749979584,0.9807229017447759,False
CREBRF,CREBRF,-0.16326695562259097,0.23636124408882864,0.5400426131794582,False
RPL18A,RPL18A,-0.06220469076811419,0.7683575032033007,0.9018160546050383,False
TLR8,TLR8,-0.25216826620306065,0.16198540752005208,0.4585144000830609,False
YOD1,YOD1,0.21133990103646028,0.5963729967130231,0.807034028180262,False
TBL1XR1,TBL1XR1,0.19525654805266335,0.2907126529377628,0.5898985569758656,False
MSN,MSN,0.012508150839785515,0.9612009470916163,0.9862883705051861,False
BAZ2B,BAZ2B,-0.15401694760911333,0.45016679342166777,0.712697295346199,False
EEF1D,EEF1D,-0.0914149256076886,0.3979768487135039,0.6745228676386362,False
SPTLC2,SPTLC2,0.12347429003070687,0.4728750945496779,0.7255268850869675,False
RPS6KA3,RPS6KA3,0.2460664699810735,0.0775780788577444,0.3396740147682033,False
LAMP2,LAMP2,-0.33830925645581544,0.003766170229081775,0.09409148622322634,False
TOP2B,TOP2B,0.4291703473642965,0.026806140766348734,0.2228818027427078,False
WDR26,WDR26,0.0056873521278664185,0.979979446923242,0.9925602641472565,False
ZNF217,ZNF217,-0.07119345878755468,0.46231141818493005,0.7203072556004521,False
PLBD1,PLBD1,0.06688587762386966,0.763363683802953,0.8991376567257411,False
LSP1,LSP1,-0.1836494665242583,0.1278140766373449,0.4158822888362268,False
HMGB1,HMGB1,0.2021883026847764,0.20976152227408884,0.5117953788995353,False
STOM,STOM,0.11868584670395599,0.498539809450649,0.7436989224574438,False
KLF6,KLF6,-0.17391407112827295,0.2733619501297665,0.5758656781191809,False
CLK1,CLK1,0.041376011184361516,0.8484555462102656,0.9381355292003547,False
TGOLN2,TGOLN2,-0.02821322248350988,0.8730351919330158,0.9500637068774193,False
ARHGAP15,ARHGAP15,-0.0946613586921643,0.49960204671810804,0.7448599426276084,False
NBR1,NBR1,-0.06659502100309389,0.35611164103683557,0.6423722622313075,False
DENND4A,DENND4A,0.19014388540487204,0.1904553940188003,0.4898779342382454,False
IQGAP2,IQGAP2,0.13550771681221896,0.515022810920823,0.7548727971772867,False
CYFIP2,CYFIP2,0.34992869936222526,0.03228230561083968,0.2449300309288075,False
ABLIM1,ABLIM1,0.5252349478589515,0.004845172500185218,0.10482555679266699,False
MVP,MVP,-0.21027479025731743,0.03294266341644997,0.24685902689902528,False
RPS3A,RPS3A,-0.3478721525938795,0.27546312009351703,0.5776248039850668,False
PLAC8,PLAC8,0.3446964957475789,0.2427544536309626,0.5467316746958587,False
HBB,HBB,-0.11434047591206209,0.9039983506084589,0.9643875404369495,False
HECTD1,HECTD1,0.22215638571247354,0.19881954977039096,0.4997517289856787,False
ANKRD12,ANKRD12,0.016952880414464744,0.9265273789273478,0.9742751166457656,False
USP32,USP32,-0.2287983428286502,0.15704607733306447,0.4524472320000212,False
GPBP1,GPBP1,0.18414432457246654,0.1576902040408812,0.4528306817189289,False
