,GSM4715947,GSM4715954,GSM4715956,GSM4715972,GSM4715975,GSM4715996,GSM4716002,GSM4716003
OAS2,-9.042417483089821,-9.048136913685452,-10.826875735259872,-11.686177314798236,-11.059777759487485,-11.92379335795924,-12.704439425017716,-10.564648776508474
RPS12,-10.761859260688533,-11.960950472147145,-10.987938167992388,-11.141876362000051,-10.71557781405357,-12.031362282055904,-10.935233077844533,-10.53657836296054
SMG1,-11.681995277084841,-12.013248809704033,-11.114258985255784,-10.355556751766178,-10.187565139551742,-11.383410848133835,-11.494579104704707,-10.485782083112973
ARHGDIB,-10.465178798359343,-10.659251702262576,-10.674454356754373,-10.62944895009089,-11.159664283001435,-10.566946108048212,-9.799156065382014,-11.185281546800356
RPL41,-11.01838536092013,-11.91600306609317,-10.535875799392183,-10.433105600344044,-10.208918767457588,-12.043773627075467,-11.339486901410135,-10.889162050088203
ZEB2,-11.79106697623231,-11.422380876910438,-10.938672225531578,-10.495530706549129,-10.1944232824088,-10.990523242373218,-11.12375008983809,-11.095281235396245
SNCA,-10.55511541734333,-11.013840684600906,-12.761446772227343,-11.058119240856474,-10.744297859382712,-12.050251421977897,-11.201850502224612,-9.568096711880948
HNRNPH1,-12.031989244457803,-12.194610275847424,-10.79262266811052,-10.691894588829214,-9.835947744694382,-12.521557140903488,-11.337150079614123,-11.321889264845701
ARPC2,-10.750569247469306,-10.761899416257501,-10.497080325767861,-10.727973995552903,-11.016716260117011,-10.738842103863293,-10.288508048037423,-11.01562811148419
IFI30,-10.032686771445665,-9.931296305040197,-10.77608480630732,-10.618954191079716,-11.181407203889016,-10.514502383369535,-10.574554155907506,-11.04822243060324
MGEA5,-10.976983681560942,-10.971834464915075,-10.686875165626342,-10.328052044650263,-10.541060493828606,-11.731573164437789,-11.333651928680045,-10.96720142148169
LITAF,-9.627134158675318,-9.688246873527394,-10.899492979302527,-10.628023307807606,-11.234745649109415,-9.844952625312656,-9.512100274530473,-10.842166697028834
ERBIN,-11.506633464208907,-11.034710784618612,-10.66694588977929,-10.690749320021837,-10.469178288044317,-11.639393631197345,-10.87997555604292,-10.948760838288875
HNRNPA1,-11.510903518570533,-12.458987348172629,-10.423614791424807,-10.799867771507522,-10.649967978961937,-12.340531146227926,-10.67832320814487,-11.76861572337474
PGK1,-10.876642707938384,-10.594074971205806,-10.685790840103003,-10.788552458279687,-11.342044758395133,-10.029532611498821,-9.763125277297556,-10.98092304829417
EIF4B,-11.402350890922456,-12.000288620097644,-10.420454944953166,-10.820887623656493,-10.913261187386952,-11.305792732944145,-10.392484960791442,-11.557250324187315
CHD2,-11.497360620025013,-11.540217367204297,-10.914973705308006,-10.619716858868214,-10.254283315251792,-11.50239756262003,-11.3753008442794,-11.113380142700757
HCLS1,-11.252801852071046,-10.906629512883399,-10.848856070266967,-10.827417371258033,-10.796743353653692,-10.497963370200143,-10.35772676356158,-11.589228619911493
MYL12A,-9.880279071272088,-9.92599483775033,-10.892908898363121,-11.204897338745317,-11.20104333026606,-10.23450737025438,-10.575414593125645,-10.91527186091013
TNFSF10,-8.810972270838565,-8.837287418531053,-10.88479859136889,-11.489742754373372,-11.206198240457017,-11.560987285732025,-11.188624382447916,-11.188952009661618
OSBPL8,-11.668056086126967,-11.071822001212235,-10.241913234538716,-10.717789810411853,-10.747260881662468,-10.716040281320131,-9.934901766546512,-10.994419555280576
IFITM1,-9.012181397339937,-9.177102637785783,-10.804930927148055,-12.060040371540516,-11.198067305685244,-10.257478380788958,-11.046556007126188,-11.084605853402774
ZC3HAV1,-9.35700645509517,-10.072130170612292,-11.118276111114072,-10.815884774981708,-11.201585085826647,-10.977016214467517,-11.33452567153963,-11.18080807022105
TPM3,-10.970821171319791,-10.72751281978565,-10.633633144349362,-10.865677238489772,-11.085295311336012,-10.55143843056305,-10.422516655645438,-11.374787929164969
C16orf72,-11.057315144214703,-11.288167096908916,-10.902953813030587,-10.778541332946897,-10.766770508902482,-10.752170069044903,-10.773652713063035,-10.811980367536446
RPS6,-11.310842464304121,-12.16801606583571,-10.425649782024422,-10.89637264604661,-10.683629273602238,-11.858592128181058,-10.87255372348726,-10.95708210168062
NABP1,-10.927367182463362,-10.374847050021417,-10.596225455307016,-10.742614777971424,-10.346681008305133,-10.354921883209588,-10.744715726432446,-10.854096526212238
XAF1,-9.919863236537505,-9.964378659996028,-10.928376409910493,-11.255984779891152,-10.310878083981704,-12.36109246871024,-13.96446508097917,-10.556459878523734
IL6ST,-11.470650348262547,-11.503179987879767,-10.644652145309516,-10.801473854784637,-10.457161172972638,-11.911947115111133,-10.777409991011114,-11.045631980943243
JMJD1C,-10.880655770445006,-10.834801478970974,-10.89855055463697,-10.486956859635619,-10.5179360711681,-11.775363188783743,-10.994992216382842,-10.99870797570119
DOCK11,-11.637176773242993,-10.98338070534321,-10.700772231641416,-10.697864686647298,-10.579974796340768,-11.489764425496455,-10.76538171146876,-11.150671303023747
TAP1,-9.858102493224036,-9.661336689436872,-11.201060985778007,-11.540212333638983,-11.326598833189745,-10.54276767393446,-11.885513739584349,-11.782720824440258
NACA,-11.060725772377355,-11.505675281164077,-10.629457468378169,-11.002780176935731,-11.196986635192099,-11.506527266096395,-10.502249126381408,-11.610401194300726
RPL32,-10.945905370375497,-12.009702650505517,-10.73878024092521,-11.181865630286012,-11.041476942744541,-11.80440002781746,-10.611318255481088,-11.074386011084895
BOD1L1,-11.629137096834665,-11.041936317456136,-10.632326946848737,-10.457051295969077,-10.48821970961068,-11.40994256311595,-10.724532467493935,-11.42536423668353
DCP2,-11.302743102451085,-10.819199001295933,-10.748936133758592,-10.526661946178157,-10.83763092416591,-11.332331583502238,-10.612024334066522,-11.044892705989383
RPS27,-11.26586391541309,-12.4541595855831,-10.929338527345877,-10.455494360659854,-10.072851771704443,-12.280005141283585,-11.51061830722924,-11.131316582348974
MYL6,-10.684623935645455,-11.113714681431999,-10.801697172263875,-10.796537762240742,-11.215742614447377,-10.297925349914339,-10.36217449611803,-10.360690196241535
TRANK1,-10.074305860647403,-10.47764489577263,-11.603629799705256,-11.155241296387134,-10.845864663730863,-12.049787756526088,-12.503067491053011,-11.356785741785618
STAG2,-11.255730522382741,-10.753967052406356,-10.49589204216482,-10.746893306642473,-10.839316069681947,-11.645685986880025,-10.543746897604752,-11.297029904452812
EIF4G2,-11.450005211975746,-12.11879907450373,-10.936736154955774,-10.600985218033172,-10.714224350805306,-10.915321841891789,-11.114215722692842,-10.701543137917856
ITGA4,-11.220972859917314,-11.97011047143262,-10.628155044311299,-10.865548005270632,-10.55518441195343,-13.320258751201662,-11.61963658398173,-11.412910616502952
ANXA6,-11.634209572171711,-12.160132466759876,-10.819721860894383,-10.514047693973637,-10.956269405813751,-11.46451622827009,-10.820826771057135,-11.31296166803473
ACAP2,-11.425614807109017,-10.533836573782574,-10.679841573771816,-10.857943663064717,-10.828606836738112,-11.04215871281294,-10.469249617458736,-10.99085558350543
HLA-DRA,-10.848122667928333,-11.650021376209036,-10.736813759209738,-11.118281081790151,-11.358563774562404,-12.221394254699788,-10.66269454852407,-11.251542581758283
PRKAR1A,-11.288677719055704,-10.600728457437746,-10.785345869464784,-10.80766781518712,-11.148392146661054,-10.689073233719862,-10.175387954118818,-11.331323082006689
CYLD,-11.122052087150772,-11.099196078946322,-10.89886462779395,-11.37363747567035,-10.83279706634915,-11.919975018612845,-10.99844998357507,-11.290005203825917
CAP1,-10.883924623352252,-10.71976678753501,-11.002376991354271,-10.645890411533522,-11.088798822263774,-9.968994200578853,-10.383867317423327,-10.996204848220797
ZNF207,-11.369200417244649,-11.490767851890688,-10.951972037917027,-11.096884788588774,-10.542603941865032,-11.880687152272431,-11.279085529020096,-10.989076893795612
XRCC5,-11.663727564905459,-11.35558817298435,-10.358237352505947,-11.1017474687041,-11.078562472894816,-11.229510335675686,-10.45730473186165,-11.464865875634379
PARP9,-10.019905951819274,-9.647493355578142,-11.039292311312344,-11.611457961418532,-11.049500716077196,-11.329796338220703,-11.986727231736358,-11.095281235396245
MAPK14,-10.97055383229542,-9.798654758927993,-10.855241705280278,-10.71476016136509,-10.806805604535938,-9.489450010100008,-9.910050693061864,-10.863516385454405
RPS18,-10.855261690462005,-12.595846236058,-10.598519291205495,-11.129409703817737,-10.71325836815061,-12.163566141072982,-10.979420118725706,-10.618627951287285
MOB1A,-10.918057771872407,-10.929899292206246,-10.789416353941043,-11.05561084690366,-11.229211714280778,-10.803422658332964,-10.848641103542931,-10.892815705879997
NOTCH2,-11.690776162627051,-11.81558257494881,-11.453060898707541,-10.400535172934552,-10.629594998779698,-10.552916013095395,-11.28020737592024,-10.97211213144367
SARAF,-10.61778881804311,-11.164725995901525,-10.724792395834799,-11.120900942115414,-11.12559455186527,-11.541952361654557,-10.755011715350221,-11.45059869842827
PTMA,-11.099953803967935,-12.606519737572452,-10.604141847639962,-10.736456996142731,-10.9968330276897,-12.317465536309982,-11.114215722692842,-11.707088043252147
YBX1,-11.16729079696853,-11.579106380597892,-11.37802294611948,-11.055463430049612,-10.870851643115055,-11.965163792379101,-11.238451332119022,-10.628285504120722
SLC38A1,-11.581001304571299,-12.40986283706401,-10.57223259968522,-11.21391779980949,-10.726256582579595,-12.109415651377738,-10.883381152291536,-11.238805344453406
KDM5A,-11.521046900285626,-11.509843718160779,-10.85219740146889,-10.779149782637873,-10.700950577879818,-11.560656960592427,-11.29600552406379,-11.381772104694047
RBL2,-11.845423977327663,-12.122624163021698,-10.649400460207678,-11.172882843617346,-10.78675079734339,-11.324739174184332,-10.69880315645728,-11.056394257523923
NCKAP1L,-11.80577637721874,-11.725572409216214,-11.079667237213755,-10.66927297630308,-10.72567206165558,-11.066105373178734,-11.023123975493872,-11.151069013581992
CD53,-10.339036016443092,-10.878329796683468,-10.969678062933685,-11.068791645730746,-11.22177441549897,-10.511147462876577,-10.77424531731901,-11.11144389889799
PCNX1,-12.139677113772176,-11.306903659490501,-10.628155044311299,-10.363564667090966,-10.483271059523428,-10.165574067689228,-10.445300631173103,-10.97986289267447
PRKCB,-11.38123179219552,-11.237516335164411,-10.96638273249024,-10.967263730393709,-10.914814978642033,-10.708885042313511,-10.713124698190557,-11.224923057327324
IFIT1,-7.73527350046727,-7.845034332018266,-10.867176253473756,-12.27834729949031,-11.33727452866081,-12.34735241208394,-14.209577578815702,-10.379906349450644
PTPRJ,-11.687257392490253,-11.2402840962836,-11.208438529987628,-10.364386169461588,-10.874518508465796,-10.328952245534962,-10.560686097028865,-11.479275554987655
RPS23,-11.127406425407203,-12.388214273759246,-10.73878024092521,-11.479422151531447,-11.411165454848511,-11.596776386399078,-10.421123868691675,-11.186911710861812
RPL15,-11.393364347346719,-12.555647407773904,-10.711214641336898,-11.111675534738724,-11.024363493743436,-11.67684997809695,-10.841171358469042,-10.822394704862859
RPSA,-11.033105449574133,-12.562558534958699,-10.284161194046986,-11.503753498903917,-11.186492304372436,-11.783820258271495,-10.538032580792215,-10.439139970353109
EIF4A2,-10.664159833085739,-11.513187161235148,-10.638607508369565,-10.967957233767581,-10.77783648983572,-12.393082582954676,-11.342120358254935,-11.213248004841878
USP34,-12.395516018201768,-12.301835214986987,-11.111344448828405,-10.642564950881203,-10.237242862035636,-11.68043431544599,-11.296572955748937,-11.177158242450652
CD164,-10.093098747151847,-10.29354694791957,-10.71204227021946,-11.486956859635619,-11.337572206375864,-11.410835412060933,-11.078402742633571,-10.83863893147204
XRN1,-10.361293293518315,-9.851103291300074,-11.295487813820518,-11.511214514416395,-10.961765393568603,-11.768099040462904,-11.887222082046712,-11.717064009662339
CLIC1,-10.331463700144528,-10.369155937943562,-10.63494052553615,-11.205551473891818,-11.56125527470556,-10.235297960304791,-9.99476199296563,-10.725035536359956
DMXL2,-11.914196510648159,-11.406750225196674,-10.83436560277748,-10.386003772551396,-10.336233140083886,-12.542278431277573,-11.325522412070363,-11.460915989413785
PREX1,-11.009569935113344,-11.277467208251707,-11.53612005488094,-10.364112283359031,-10.921270000779334,-9.521878632835934,-11.185205360606796,-11.37432351743043
DDX60,-10.072870343075344,-9.438977387441133,-10.849159508072459,-12.149093774755906,-10.9968330276897,-11.907319717806816,-12.996374328933916,-10.916285582727847
NAIP,-11.20264665809166,-10.114666641242776,-10.962438245984128,-10.572650219750779,-11.113564558107964,-10.22728041154258,-10.069283658876488,-10.59327620988776
LRRFIP1,-11.539565976616572,-11.76687938337313,-11.29631504723819,-10.619172055024691,-10.933592185672662,-11.524775288659683,-11.276284722392246,-11.295710165033851
FKBP8,-10.513627421007822,-11.363110061978134,-12.858292446617737,-11.341109816263272,-11.820262712605373,-10.533662389310857,-11.140715720670899,-9.320099320396627
TMEM154,-11.626607531532807,-10.505259099121412,-10.5734854829953,-10.975050075651959,-11.01029528749626,-10.940242417197474,-10.656126050839765,-11.161848852335234
ARPC5,-10.715202858885243,-10.558666952989276,-10.82508393824931,-11.252263003565897,-11.636170981483472,-10.573929317685465,-10.322630079423803,-11.07287809870211
MBNL3,-12.46160520865954,-12.320751305980508,-12.342986507307709,-10.952227617862935,-10.153100002676332,-12.131323032625216,-11.946097965436055,-10.308740335112013
ZNF106,-11.32820608324234,-10.825939367745987,-10.898236549838497,-10.363290936886012,-10.796334136507028,-10.810867326068637,-10.689458033479301,-11.459437565672905
SAT1,-9.275078239880097,-9.476624674359002,-11.038254027682868,-11.690062594880326,-10.91237405743378,-10.891447406130188,-11.452554332308242,-11.317418560800476
ZNFX1,-10.349947862396409,-10.162099331469278,-11.433818570988125,-11.334655596293695,-11.169964575102115,-10.873489599544373,-11.663975236616063,-11.543610196739781
FGR,-11.352383966047546,-10.528752180710843,-11.28929863641372,-10.726799736135243,-10.775616492831984,-9.833035665188598,-10.486464025141242,-11.044523210522929
ZC3H11A,-11.084539316602942,-11.044352892629018,-10.787961290740656,-10.99498448795216,-10.952389043424594,-11.772300140837183,-11.057093667155607,-11.424402439953981
RPL37A,-10.993727990175232,-12.353339232480788,-10.735691257662436,-11.259546363532547,-11.282374832933062,-11.584635823526867,-10.922039615609464,-11.385042993637237
GNS,-11.239212787323092,-10.403256545198474,-10.66694588977929,-10.51101235719041,-10.997303267276942,-10.27823888071249,-10.469249617458736,-11.511594891362359
MAPK1,-11.568809442936807,-11.250013290464237,-11.022426544377678,-10.922079843590565,-11.050476334062568,-10.450984135496928,-10.326680970687846,-11.029454802828713
HSP90AA1,-9.082371262734691,-10.674144170409212,-11.106258135181148,-9.47675479252846,-11.16256205544463,-13.462354886980624,-11.884660326343914,-12.099880692132217
VMP1,-10.688136280754344,-10.381706151884073,-10.939641236006308,-10.941971934841302,-11.001306504269007,-10.844047893696201,-11.237906301874197,-11.61423451038638
SSH2,-11.640575349704859,-11.487475905132323,-11.415728114005228,-10.35147890747339,-10.72081024185969,-10.25854952332792,-10.922258520858481,-11.388790255590443
HCK,-11.092371398993821,-10.334363472885295,-11.118641859636982,-10.654684305373685,-11.229764153514369,-9.895607429315051,-10.000644196987981,-10.848280502493152
SLFN5,-10.154328490174528,-10.254552816303706,-10.861043640452435,-11.107237646732708,-10.89584058470286,-13.45865724709003,-12.252970174329082,-11.397257352191467
PAG1,-10.784472864010517,-10.977018840774797,-11.05635758138264,-11.027001225835209,-11.057079068886814,-10.430317411164586,-11.107479391196966,-11.119593643733115
RHOA,-11.246638558655404,-11.30328152592605,-10.871484646302939,-11.032068653036315,-11.519454964139655,-10.41874633531971,-10.35772676356158,-11.155052160896497
CR1,-11.786824445689914,-10.676953703996036,-10.781286837331361,-10.12948728683735,-10.468689155969487,-9.060840270474381,-9.764792736142807,-10.680722162598618
